# pillars fitness generations fitness_evals pillar_sequence
4 0.853 62 6200 [19, 19, 19, 19]
4 0.853 60 6000 [19, 19, 19, 19]
4 0.853 59 5900 [19, 19, 19, 19]
4 0.853 58 5800 [19, 19, 19, 19]
4 0.853 56 5600 [19, 19, 19, 19]
4 0.853 60 6000 [19, 19, 19, 19]
4 0.853 80 8000 [19, 19, 19, 19]
4 0.853 59 5900 [19, 19, 19, 19]
4 0.853 59 5900 [19, 19, 19, 19]
4 0.853 58 5800 [19, 19, 19, 19]
