# pillars fitness generations fitness_evals pillar_sequence
6 0.946 92 9200 [20, 15, 21, 28, 28, 4]
6 0.919 65 6500 [17, 19, 26, 0, 17, 26]
6 0.94 68 6800 [29, 29, 3, 28, 7, 28]
6 0.925 63 6300 [10, 19, 26, 9, 9, 26]
6 0.94 99 9900 [7, 15, 14, 28, 28, 28]
6 0.915 71 7100 [26, 19, 26, 9, 9, 9]
6 0.924 64 6400 [11, 11, 25, 9, 26, 26]
6 0.958 76 7600 [22, 29, 21, 28, 3, 28]
6 0.929 60 6000 [28, 7, 3, 28, 28, 6]
6 0.943 85 8500 [29, 0, 3, 29, 28, 28]
