# pillars fitness generations fitness_evals pillar_sequence
4 0.937 59 5900 [6, 28, 28, 28]
4 0.914 59 5900 [19, 18, 26, 26]
4 0.901 98 9800 [26, 4, 26, 26]
4 0.914 61 6100 [19, 18, 26, 26]
4 0.907 63 6300 [19, 25, 26, 26]
4 0.914 57 5700 [19, 18, 26, 26]
4 0.901 61 6100 [26, 4, 26, 26]
4 0.89 60 6000 [18, 26, 26, 7]
4 0.905 108 10800 [19, 26, 25, 26]
4 0.914 60 6000 [19, 18, 26, 26]
