# pillars fitness generations fitness_evals pillar_sequence
2 0.903 53 5300 [27, 28]
2 0.903 53 5300 [27, 28]
2 0.903 54 5400 [27, 28]
2 0.903 54 5400 [27, 28]
2 0.903 53 5300 [27, 28]
2 0.903 55 5500 [27, 28]
2 0.903 55 5500 [27, 28]
2 0.903 55 5500 [27, 28]
2 0.903 55 5500 [27, 28]
2 0.903 54 5400 [27, 28]
