# pillars fitness generations fitness_evals pillar_sequence
5 0.976 61 6100 [27, 27, 27, 27, 27]
5 0.976 60 6000 [27, 27, 27, 27, 27]
5 0.976 67 6700 [27, 27, 27, 27, 27]
5 0.976 61 6100 [27, 27, 27, 27, 27]
5 0.976 64 6400 [27, 27, 27, 27, 27]
5 0.976 65 6500 [27, 27, 27, 27, 27]
5 0.976 60 6000 [27, 27, 27, 27, 27]
5 0.976 61 6100 [27, 27, 27, 27, 27]
5 0.976 68 6800 [27, 27, 27, 27, 27]
5 0.976 63 6300 [27, 27, 27, 27, 27]
