# pillars fitness generations fitness_evals pillar_sequence
5 0.919 62 6200 [19, 2, 25, 26, 26]
5 0.918 59 5900 [19, 18, 1, 26, 26]
5 0.943 67 6700 [15, 28, 6, 28, 28]
5 0.918 61 6100 [19, 18, 1, 26, 26]
5 0.918 59 5900 [19, 18, 1, 26, 26]
5 0.899 94 9400 [26, 7, 4, 26, 26]
5 0.925 67 6700 [19, 26, 12, 26, 26]
5 0.911 91 9100 [19, 18, 26, 26, 0]
5 0.943 111 11100 [15, 28, 6, 28, 28]
5 0.942 60 6000 [21, 10, 28, 28, 28]
