# pillars fitness generations fitness_evals pillar_sequence
6 0.964 64 6400 [1, 27, 27, 3, 28, 30]
6 0.956 64 6400 [27, 27, 28, 15, 14, 15]
6 0.976 117 11700 [27, 27, 4, 28, 21, 17]
6 0.976 92 9200 [27, 27, 12, 28, 13, 17]
6 0.976 68 6800 [27, 27, 12, 28, 13, 17]
6 0.967 65 6500 [2, 27, 4, 27, 28, 31]
6 0.97 70 7000 [27, 27, 28, 12, 21, 18]
6 0.955 82 8200 [27, 27, 12, 4, 4, 29]
6 0.97 70 7000 [27, 11, 27, 28, 30, 31]
6 0.975 66 6600 [3, 27, 27, 28, 21, 24]
