# pillars fitness generations fitness_evals pillar_sequence
2 0.814 55 5500 [19, 19]
2 0.814 53 5300 [19, 19]
2 0.814 55 5500 [19, 19]
2 0.814 54 5400 [19, 19]
2 0.814 55 5500 [19, 19]
2 0.814 55 5500 [19, 19]
2 0.814 53 5300 [19, 19]
2 0.814 54 5400 [19, 19]
2 0.814 54 5400 [19, 19]
2 0.814 54 5400 [19, 19]
