# pillars fitness generations fitness_evals pillar_sequence
7 0.927 150 15000 [2, 19, 25, 4, 26, 26, 1]
7 0.913 101 10100 [2, 19, 25, 26, 4, 26, 7]
7 0.928 66 6600 [19, 26, 11, 1, 25, 0, 26]
7 0.943 69 6900 [13, 8, 3, 31, 28, 28, 28]
7 0.938 68 6800 [29, 28, 19, 14, 30, 28, 6]
7 0.933 66 6600 [11, 11, 18, 9, 4, 26, 26]
7 0.923 85 8500 [11, 7, 11, 25, 9, 26, 26]
7 0.93 63 6300 [19, 18, 3, 9, 26, 4, 26]
7 0.943 127 12700 [29, 28, 19, 18, 28, 28, 6]
7 0.95 77 7700 [5, 5, 13, 29, 28, 28, 4]
