# pillars fitness generations fitness_evals pillar_sequence
3 0.815 53 5300 [19, 19, 19]
3 0.815 57 5700 [19, 19, 19]
3 0.815 54 5400 [19, 19, 19]
3 0.815 53 5300 [19, 19, 19]
3 0.815 58 5800 [19, 19, 19]
3 0.815 57 5700 [19, 19, 19]
3 0.815 56 5600 [19, 19, 19]
3 0.815 57 5700 [19, 19, 19]
3 0.815 55 5500 [19, 19, 19]
3 0.815 57 5700 [19, 19, 19]
