# pillars fitness generations fitness_evals pillar_sequence
5 0.957 74 7400 [2, 27, 27, 28, 31]
5 0.968 70 7000 [27, 27, 28, 20, 25]
5 0.956 60 6000 [27, 27, 28, 14, 31]
5 0.957 63 6300 [27, 4, 27, 28, 31]
5 0.962 68 6800 [27, 27, 28, 12, 24]
5 0.967 63 6300 [27, 27, 4, 28, 31]
5 0.968 70 7000 [27, 27, 28, 20, 25]
5 0.956 64 6400 [27, 27, 28, 4, 16]
5 0.969 87 8700 [27, 27, 12, 28, 16]
5 0.954 78 7800 [1, 27, 27, 4, 28]
