# pillars fitness generations fitness_evals pillar_sequence
3 0.891 59 5900 [26, 26, 26]
3 0.891 57 5700 [26, 26, 26]
3 0.891 56 5600 [26, 26, 26]
3 0.891 58 5800 [26, 26, 26]
3 0.891 55 5500 [26, 26, 26]
3 0.891 54 5400 [26, 26, 26]
3 0.891 57 5700 [26, 26, 26]
3 0.937 56 5600 [28, 28, 28]
3 0.937 60 6000 [28, 28, 28]
3 0.891 58 5800 [26, 26, 26]
