# pillars fitness generations fitness_evals pillar_sequence
4 0.953 60 6000 [27, 27, 28, 31]
4 0.953 75 7500 [27, 27, 28, 31]
4 0.945 60 6000 [8, 27, 27, 28]
4 0.944 58 5800 [27, 27, 4, 28]
4 0.948 65 6500 [1, 27, 27, 28]
4 0.944 59 5900 [27, 27, 4, 28]
4 0.953 59 5900 [27, 27, 28, 31]
4 0.948 61 6100 [1, 27, 27, 28]
4 0.953 63 6300 [27, 27, 28, 31]
4 0.948 57 5700 [27, 27, 28, 8]
