# pillars fitness generations fitness_evals pillar_sequence
7 0.986 107 10700 [4, 2, 11, 3, 3, 2, 4]
7 0.989 69 6900 [3, 19, 7, 4, 2, 2, 4]
7 0.988 75 7500 [3, 19, 4, 2, 2, 7, 4]
7 0.989 124 12400 [19, 2, 4, 4, 2, 7, 3]
7 0.977 84 8400 [24, 3, 4, 3, 14, 11, 11]
7 0.982 62 6200 [4, 11, 2, 8, 3, 4, 3]
7 0.981 67 6700 [3, 3, 19, 1, 0, 12, 2]
7 0.985 61 6100 [11, 3, 7, 7, 3, 2, 4]
7 0.984 85 8500 [11, 19, 10, 4, 0, 12, 2]
7 0.978 125 12500 [8, 11, 15, 4, 3, 3, 3]
