# pillars fitness generations fitness_evals pillar_sequence
2 0.815 55 5500 [26, 26]
2 0.815 54 5400 [26, 26]
2 0.815 55 5500 [26, 26]
2 0.815 55 5500 [26, 26]
2 0.815 55 5500 [26, 26]
2 0.815 53 5300 [26, 26]
2 0.815 54 5400 [26, 26]
2 0.815 54 5400 [26, 26]
2 0.815 55 5500 [26, 26]
2 0.815 54 5400 [26, 26]
