# pillars fitness generations fitness_evals pillar_sequence
6 0.943 63 6300 [19, 19, 19, 27, 27, 27]
6 0.943 66 6600 [19, 19, 19, 27, 27, 27]
6 0.943 69 6900 [19, 19, 19, 27, 27, 27]
6 0.943 63 6300 [19, 19, 19, 27, 27, 27]
6 0.943 67 6700 [19, 19, 19, 27, 27, 27]
6 0.943 62 6200 [19, 19, 19, 27, 27, 27]
6 0.943 68 6800 [19, 19, 19, 27, 27, 27]
6 0.943 61 6100 [19, 19, 19, 27, 27, 27]
6 0.943 74 7400 [19, 19, 19, 27, 27, 27]
6 0.943 62 6200 [19, 19, 19, 27, 27, 27]
